label,smarts,count
C=C[C](=O)[Nar],[#6H]=[#6H]-[#6](=[#8])-[#7],3
O=[C]([R])OCOC(=O)[O][R],[#0:1]-[#6](=[#8])-[#8]-[#6H]-[#8]-[#6](=[#8])-[#8]-[#0:2],3
O=C1C=N[N]([R])C([S][R])([N]([R])[R])[N]1[R],[#0:1]-[#16]-[#6]1(-[#7](-[#0:2])-[#0:3])-[#7](-[#7]=[#6H]-[#6](=[#8])-[#7]-1-[#0:5])-[#0:4],3
N#C[C]([Nar])=C([S][R])[S][R],[#7]#[#6]/[#6](=[#6](/[#16]-[#0:1])-[#16]-[#0:2])-[#7],3
O=[C]([R])[N]([R])N=C[N]([R])[R],[#7](-[#6H]=[#7]-[#7](-[#0:1])-[#6](=[#8])-[#0:2])(-[#0:3])-[#0:4],3
C=C1OC(=S)[N]([R])C1=O,[#0:1]-[#7]1-[#6](=[#8])-[#6](=[#6H])-[#8]-[#6]-1=[#16],3
C=CC=C1C(=O)[N]([R])C(=O)[N]([R])C1=O,[#0:1]-[#7]1-[#6](=[#8])-[#6](=[#6]-[#6]=[#6H])-[#6](=[#8])-[#7](-[#0:2])-[#6]-1=[#8],3
O=[C]([R])C=C1[S][R][C](=O)[N]1[R],[#0:1]-[#7]1-[#6](=[#8])-[#0:2]-[#16]-[#6]-1=[#6]-[#6](=[#8])-[#0:3],3
O=[C]([R])C(=C[N]([R])[N]([R])[R])[C](=O)[R],[#6H](-[#7](-[#7](-[#0:1])-[#0:2])-[#0:5])=[#6](-[#6](=[#8])-[#0:3])-[#6](-[#0:4])=[#8],3
C=C1C(=O)C(C(=O)[O][R])=C[N]1[R],[#0:1]-[#8]-[#6](=[#8])-[#6]1=[#6H]-[#7](-[#0:2])-[#6](=[#6H])-[#6]-1=[#8],3
C=C1SC=NC1=O,[#6H]=[#6]1-[#16]-[#6H]=[#7]-[#6]-1=[#8],3
O=P([O][R])([O][R])[S][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[#0:2])-[#16]-[#0:3],3
O=S,[#8]=[#16],3
O=[C]([R])[N]([R])C([O][R])[O][R],[#0:1]-[#8]-[#6](-[#7](-[#6](=[#8])-[#0:2])-[#0:4])-[#8]-[#0:3],3
C=CC=CC(=O)[N]([R])C1=CC(=O)C([O][R])=CC1=O,[#0:1]-[#8]-[#6]1=[#6H]-[#6](-[#6](-[#7](-[#6](-[#6H]=[#6]-[#6]=[#6H])=[#8])-[#0:2])=[#6]-[#6]-1=[#8])=[#8],3
O=[S](=O)([R])C=C[S][R],[#0:1]-[#16]-[#6H]=[#6]-[#16](=[#8])(=[#8])-[#0:2],3
C=C1N=C([S][R])SC1=O,[#6H]=[#6]1-[#7]=[#6](-[#16]-[#0:1])-[#16]-[#6]-1=[#8],3
O=S(=O)([N]([R])[R])[N]([R])C=[N][R],[#6H](=[#7]-[#0:3])-[#7](-[#16](=[#8])(=[#8])-[#7](-[#0:2])-[#0:1])-[#0:4],3
O=[C]1[R][N]([R])CN(C[O][R])C[N]([R])C([N]([R])[R])[N]1[R],[#0:2]-[#7]1-[#6](=[#8])-[#0:3]-[#7](-[#6]-[#7](-[#6H2]-[#8]-[#0:4])-[#6H]-[#7](-[#6]-1-[#7](-[#0:1])-[#0:7])-[#0:6])-[#0:5],3
C=N[N]([R])C=C[C](=O)[R],[#6H2]=[#7]-[#7](/[#6H]=[#6]/[#6](-[#0:2])=[#8])-[#0:1],3
OC=C(C(=[N][R])[O][R])[N]([R])[R],[#0:1]-[#8]-[#6](=[#7]-[#0:2])-[#6](-[#7](-[#0:3])-[#0:4])=[#6H]-[#8],3
N#C[N]([R])C1=NC[N]([R])C[N]1[R],[#0:1]-[#7]1-[#6]-[#7]=[#6](-[#7](-[#6]#[#7])-[#0:2])-[#7](-[#6]-1)-[#0:3],3
O=C(N=C[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6H]=[#7]-[#6](=[#8])-[#7](-[#0:3])-[#0:4],3
C=C1SC(=S)N(C[N]([R])[R])C1=O,[#6H]=[#6]1-[#16]-[#6](=[#16])-[#7](-[#6]-[#7](-[#0:1])-[#0:2])-[#6]-1=[#8],3
O[N]([R])C(=[N][R])[N]([R])[R],[#7](=[#6](-[#7](-[#8])-[#0:3])-[#7](-[#0:1])-[#0:4])-[#0:2],3
O=C(O)C(=CCl)N(C[S][R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](-[#6](-[#6](=[#8])-[#8])=[#6H]-[#17])-[#6H2]-[#16]-[#0:2],3
N#CC1=C([N]([R])[R])SC[N]([R])C1=O,[#6H]1-[#7](-[#6](=[#8])-[#6](-[#6]#[#7])=[#6](-[#7](-[#0:1])-[#0:3])-[#16]-1)-[#0:2],3
[R][N]=C([N]([R])[R])[N]([R])[O][R],[#7](=[#6](-[#7](-[#0:3])-[#0:4])-[#7](-[#8]-[#0:1])-[#0:5])-[#0:2],3
O=C([N]([R])[R])[N]([R])OS(=O)(=O)O,[#0:3]-[#7](-[#6](=[#8])-[#7](-[#8]-[#16](=[#8])(=[#8])-[#8])-[#0:2])-[#0:1],3
C=N[N]([R])C1C(=O)[N]([R])C=N[N]1[R],[#6H]1=[#7]-[#7](-[#6H](-[#7](-[#7]=[#6H2])-[#0:2])-[#6](=[#8])-[#7]-1-[#0:3])-[#0:1],3
C1CS1,[#6H2]1-[#16]-[#6H2]-1,3
O=C(C=[P]([R])([R])[R])[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6H]=[#15](-[#0:2])(-[#0:3])-[#0:4],3
C=C(Br)C=N[N]([R])[C](=O)[R],[#0:1]-[#6](=[#8])-[#7](/[#7]=[#6]/[#6](-[#35])=[#6H])-[#0:2],3
O=C(O)C=N[N]([R])[C](=O)[R],[#8]=[#6](-[#8])-[#6H]=[#7]-[#7](-[#0:1])-[#6](=[#8])-[#0:2],3
O=[P](O)([R])[O][Na],[#0:1]-[#15](=[#8])(-[#8])-[#8]-[Na],3
C=CC(=C)C(=O)[O][R],[#6H]=[#6]-[#6](=[#6H])-[#6](-[#8]-[#0:1])=[#8],3
O=C1C=CC([N]([R])[R])O1,[#8]=[#6]1-[#6]=[#6H]-[#6](-[#7](-[#0:1])-[#0:2])-[#8]-1,3
C=C(Cl)[C](=O)[R],[#0:1]-[#6](=[#8])-[#6](-[#17])=[#6H2],3
C=N[N]([R])C=S,[#16]=[#6H]-[#7](-[#7]=[#6H2])-[#0:1],3
[R][N]=C([S][R])[N]([R])[N]([R])[R],[#7](=[#6](-[#7](-[#7](-[#0:4])-[#0:5])-[#0:3])-[#16]-[#0:1])-[#0:2],2
OC[N+]([R])=C([S][R])[N]([R])[R],[#0:1]-[#7+](=[#6](-[#16]-[#0:2])-[#7](-[#0:3])-[#0:4])-[#6H2]-[#8],2
[R][N]([R])C=[N+]([R])[R],[#0:1]-[#7+](=[#6H]-[#7](-[#0:2])-[#0:4])-[#0:3],2
[R][N][R],[#0:1]-[#7]-[#0:2],2
[Sar+],[#0],2
C1OCOO1,[#6H2]1-[#8]-[#8]-[#6H2]-[#8]-1,2
O=S(=O)([O][K])[O][R],[#0:1]-[#8]-[#16](=[#8])(=[#8])-[#8]-[K],2
[R][N]([R])C1=NCN=C([N]([R])[R])[N]1[R],[#6H2]1-[#7]=[#6](-[#7](-[#0:3])-[#0:4])-[#7](-[#6](-[#7](-[#0:1])-[#0:2])=[#7]-1)-[#0:5],2
O=[C]1[R][N]=C2C(=NC=C[N]2[R])[N]1[R],[#0:1]-[#7]1-[#6](=[#8])-[#0:2]-[#7]=[#6]2-[#7](-[#6]=[#6H]-[#7]=[#6]-1-2)-[#0:3],2
[R][N]([R])C[N+]([R])([R])[R],[#0:2]-[#7+](-[#0:3])(-[#6]-[#7](-[#0:4])-[#0:1])-[#0:5],2
O=P(O)(O)O[P](=O)(O)[R],[#0:1]-[#15](=[#8])(-[#8])-[#8]-[#15](=[#8])(-[#8])-[#8],2
O=P(O)(OC[O][R])[N]([R])[R],[#0:1]-[#7](-[#15](=[#8])(-[#8])-[#8]-[#6H2]-[#8]-[#0:2])-[#0:3],2
O=P(O)(O)C1CO1,[#6H]1-[#8]-[#6]-1-[#15](=[#8])(-[#8])-[#8],2
[R][N]=C(N=C[N]([R])[R])[S][R],[#0:1]-[#16]-[#6](=[#7]-[#0:4])/[#7]=[#6]/[#7](-[#0:2])-[#0:3],2
O=P(O)([O][R])OP(=O)(O)OP(=O)(O)OP(=O)(O)[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8])-[#8]-[#15](=[#8])(-[#8])-[#8]-[#15](=[#8])(-[#8])-[#8]-[#15](=[#8])(-[#8])-[#8]-[#0:2],2
[R][Pt][R],[#0:1]-[Pt]-[#0:2],2
C=C(C(=O)[N]([R])[R])[S](=O)(=O)[R],[#0:1]-[#7](-[#6](=[#8])-[#6](=[#6H])-[#16](-[#0:2])(=[#8])=[#8])-[#0:3],2
O=C([S][R])[N](O)[R],[#0:1]-[#16]-[#6](=[#8])-[#7](-[#8])-[#0:2],2
O=P([O][Na])([O][R])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[#0:2],2
O=C1OC(C(=O)[O][R])N=C1[S][R],[#0:1]-[#8]-[#6](=[#8])-[#6H]1-[#7]=[#6](-[#16]-[#0:2])-[#6](=[#8])-[#8]-1,2
O=C([O][R])OC(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#8]-[#6](=[#8])-[#8]-[#0:2])-[#0:3],2
C=NCN=C,[#6H]=[#7]-[#6H]-[#7]=[#6H],2
C=N[N]([R])C=[N][R],[#6H]=[#7]-[#7](-[#6H]=[#7]-[#0:1])-[#0:2],2
O=C(N=NC(=O)[N]([R])[R])[N]([R])[R],[#8]=[#6](/[#7]=[#7]\[#6](=[#8])-[#7](-[#0:1])-[#0:2])-[#7](-[#0:3])-[#0:4],2
C=CC=C1C=CC(=O)C(O)=C1,[#6H2]=[#6]-[#6]=[#6]1-[#6H]=[#6]-[#6](=[#8])-[#6](-[#8])=[#6H]-1,2
C=CC(C=C)=N[O][R],[#6H]=[#6]-[#6](=[#7]-[#8]-[#0:1])-[#6]=[#6H2],2
C=CC(=O)[O][Na],[#6H2]=[#6H]-[#6](=[#8])-[#8]-[Na],2
O=[C]1[R][N](C(=O)[O][R])C[N]1[R],[#0:1]1-[#6](=[#8])-[#7](-[#0:2])-[#6H2]-[#7]-1-[#6](=[#8])-[#8]-[#0:3],2
O=C(C=CC1CO1)[O][R],[#6H2]1-[#8]-[#6H]-1-[#6]=[#6]-[#6](=[#8])-[#8]-[#0:1],2
ClC=CC=[N+]([R])[R],[#0:1]-[#7+](-[#0:2])=[#6]/[#6]=[#6H]\[#17],2
C=CC=CC=C[N]([R])[R],[#6H]=[#6]-[#6]=[#6H]-[#6]=[#6]-[#7](-[#0:1])-[#0:2],2
O=C[N]([R])C=CS[S][R],[#6H](=[#6H]-[#16]-[#16]-[#0:1])-[#7](-[#6]=[#8])-[#0:2],2
C=NC(=O)[N]([R])[R],[#6H2]=[#7]-[#6](=[#8])-[#7](-[#0:1])-[#0:2],2
C=CC=CC=CC(=O)O,[#6H2]=[#6]/[#6]=[#6]/[#6H]=[#6]/[#6](=[#8])-[#8],2
O=[C]([R])C(=CO)[C](=O)[R],[#0:1]-[#6](=[#8])-[#6](-[#6](=[#8])-[#0:2])=[#6H]-[#8],2
O=C(C=N[O][R])[O][R],[#0:1]-[#8]/[#7]=[#6H]/[#6](=[#8])-[#8]-[#0:2],2
C=CC(OC=CC(=O)[O][R])OC[O][R],[#6H]=[#6H]-[#6H](-[#8]-[#6H2]-[#8]-[#0:1])-[#8]-[#6]=[#6H]-[#6](=[#8])-[#8]-[#0:2],2
C=CC(=O)[N]([R])C[N]([R])C(=O)[O][R],[#6H]=[#6]-[#6](=[#8])-[#7](-[#6]-[#7](-[#6](=[#8])-[#8]-[#0:1])-[#0:2])-[#0:3],2
C=CC=NN=C,[#6H]=[#7]/[#7]=[#6]/[#6]=[#6H],2
C=N[N]([R])C(=[N][R])[N]([R])[S](=O)(=O)[R],[#0:1]/[#7]=[#6](\[#7](-[#16](=[#8])(=[#8])-[#0:2])-[#0:4])-[#7](-[#0:3])-[#7]=[#6H2],2
C=CO[O][R],[#6]=[#6H]-[#8]-[#8]-[#0:1],2
C=C([N]([R])[R])[N]([R])[R],[#6]=[#6](-[#7](-[#0:2])-[#0:3])-[#7](-[#0:1])-[#0:4],2
C=C=C[N]([R])[R],[#6]=[#6]=[#6H]-[#7](-[#0:1])-[#0:2],2
S,[#0],2
C=CN=CC=C(C=C)[N]([R])[C](=O)[R],[#6H](=[#6H2])-[#7]=[#6H]-[#6]=[#6](-[#6H]=[#6H])-[#7](-[#6](=[#8])-[#0:1])-[#0:2],2
O=C(C=CC(=O)[N]([R])C(=O)[N]([R])[R])[O][R],[#0:1]-[#8]-[#6](=[#8])/[#6]=[#6]\[#6](=[#8])-[#7](-[#6](-[#7](-[#0:3])-[#0:4])=[#8])-[#0:2],2
C=C1C=NOC1=O,[#6H]=[#6]1-[#6](=[#8])-[#8]-[#7]=[#6H]-1,2
ClC(C=C[N]([R])[R])=CC=[N][R],[#17]-[#6](=[#6H]/[#6]=[#7]/[#0:1])-[#6H]=[#6]-[#7](-[#0:2])-[#0:3],2
[R][S]C=C[S][R],[#6H](=[#6H]-[#16]-[#0:1])-[#16]-[#0:2],2
C=C1C=C(I)C=[N+]1[B-](F)(F)[Nar],[#6H]1=[#6](-[#53])-[#6H]=[#7+](-[#6]-1=[#6H2])-[#5-](-[#7])(-[#9])-[#9],2
[R][O][B-]([R])([O][R])[N+]([R])([R])[R],[#0:1]-[#7+](-[#0:2])(-[#5-](-[#8]-[#0:3])(-[#0:4])-[#8]-[#0:5])-[#0:6],2
C=CSC(=[N][R])[N]([R])[R],[#6H]=[#6]-[#16]-[#6](-[#7](-[#0:2])-[#0:3])=[#7]-[#0:1],2
C=C(C(=O)[O][R])C(O)[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6](=[#6H])-[#6H](-[#8]-[#0:2])-[#8],2
[R][N]=[N+]=[N][R],[#0:1]-[#7]=[#7+]=[#7]-[#0:2],2
O=[S](=O)([R])[N]([R])C(Cl)=CCl,[#0:1]-[#7](/[#6](-[#17])=[#6]\[#17])-[#16](=[#8])(=[#8])-[#0:2],2
O=[C]([R])C([S][R])[S][R],[#6H](-[#6](=[#8])-[#0:1])(-[#16]-[#0:2])-[#16]-[#0:3],2
C=CO[Si]([R])([R])[R],[#6H]=[#6H]-[#8]-[Si](-[#0:1])(-[#0:2])-[#0:3],2
O=[C]([R])OC([O][R])[O][R],[#0:2]-[#8]-[#6](-[#8]-[#6](-[#0:3])=[#8])-[#8]-[#0:1],2
O=[C]([R])[O][Pt]1([O][C](=O)[R])([N]([R])[R])([N]([R])[R])[O]C(=O)C(=O)[O]1,[#0:1]-[#6](=[#8])-[#8]-[Pt]1(-[#8]-[#6](-[#0:2])=[#8])(-[#7](-[#0:3])-[#0:5])(-[#7](-[#0:4])-[#0:6])-[#8]-[#6](=[#8])-[#6](=[#8])-[#8]-1,2
O=C(O)[O][R],[#0:1]-[#8]-[#6](=[#8])-[#8],2
C=C[N]([R])C(=O)[O][R],[#6H]=[#6]-[#7](-[#6](=[#8])-[#8]-[#0:2])-[#0:1],2
[N-]=[N+]=N[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#7]=[#7+]=[#7-],2
[Cl][Ir]=[Car],[#0:1]=[Ir]-[#17],2
[R][S][Si]([R])([R])[R],[#0:1]-[Si](-[#16]-[#0:2])(-[#0:3])-[#0:4],2
S=C([O][R])[O][R],[#0:1]-[#8]-[#6](=[#16])-[#8]-[#0:2],2
C=CC([O][R])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6H](-[#6]=[#6H])-[#8]-[#0:3],2
O=C([O][R])C([S][R])[N]([R])[R],[#0:1]-[#8]-[#6](=[#8])-[#6H](-[#7](-[#0:2])-[#0:4])-[#16]-[#0:3],2
[R][O][Nar+],[#0:1]-[#8]-[#7+],2
[R][N]=NC=C([S][R])[S][R],[#0:1]/[#7]=[#7]/[#6H]=[#6](-[#16]-[#0:2])-[#16]-[#0:3],2
C1N2CN3CN1CN(C2)C3,[#6]1-[#7]2-[#6]-[#7]3-[#6]-[#7]-1-[#6]-[#7](-[#6]-2)-[#6]-3,2
S=C([O][R])[S][R],[#16]=[#6](-[#8]-[#0:1])-[#16]-[#0:2],2
C=CC=CC=CC=CC=CC(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])/[#6]=[#6H]\[#6]=[#6]\[#6]=[#6H]\[#6]=[#6]\[#6H]=[#6H2])-[#0:2],2
C=CC=CC=N[N]([R])[C](=O)[R],[#6H](/[#6]=[#6]/[#6]=[#6H])=[#7]\[#7](-[#6](=[#8])-[#0:1])-[#0:2],2
C=CC=N[N]([R])C(=[N][R])[S][R],[#6H](\[#6]=[#6H])=[#7]/[#7](-[#6](=[#7]-[#0:3])-[#16]-[#0:1])-[#0:2],2
C=CC=C([S][R])[N]([R])[R],[#0:1]-[#7](/[#6](=[#6]/[#6H]=[#6H])-[#16]-[#0:2])-[#0:3],2
C=CC=C1C(=O)[N]([R])C(=S)[N]1[R],[#6H](=[#6H])/[#6]=[#6]1/[#7](-[#6](=[#16])-[#7](-[#6]-1=[#8])-[#0:2])-[#0:1],2
C=C(C=CC(=O)O)C(=O)O,[#6H](=[#6]/[#6](=[#8])-[#8])\[#6](=[#6H])-[#6](=[#8])-[#8],2
O=[C]([R])C=CC=[N][R],[#0:1]-[#7]=[#6H]-[#6H]=[#6]-[#6](-[#0:2])=[#8],2
O=[C]([R])C(=C[N]([Nar])[C](=O)[R])[S][R],[#0:1]-[#6](=[#8])-[#6](=[#6H]-[#7](-[#6](-[#0:2])=[#8])-[#7])-[#16]-[#0:3],2
C=CC(=O)[N]([R])C(=[N][R])[S][R],[#0:1]-[#7]=[#6](-[#16]-[#0:2])-[#7](-[#0:3])-[#6](=[#8])-[#6]=[#6H],2
O=[C]([R])N=C[N]([R])[R],[#0:1]-[#6](=[#8])-[#7]=[#6H]-[#7](-[#0:2])-[#0:3],2
O=[C]([R])C(O)O,[#0:1]-[#6](=[#8])-[#6](-[#8])-[#8],2
O=[C]([R])[N]([R])C1[N]([R])C[N]([R])C[N](C[O][R])[R][C](=O)[N]1[R],[#0:1]-[#6](=[#8])-[#7](-[#6]1-[#7](-[#6](=[#8])-[#0:2]-[#7](-[#6]-[#7](-[#6H]-[#7]-1-[#0:7])-[#0:6])-[#6H2]-[#8]-[#0:3])-[#0:5])-[#0:4],2
O=[C]([R])C=CO[C](=O)[R],[#0:1]-[#6](=[#8])-[#8]/[#6]=[#6]/[#6](=[#8])-[#0:2],2
C=CC=COCO[C](=O)[R],[#6H](=[#6]-[#8]-[#6H]-[#8]-[#6](=[#8])-[#0:1])-[#6H]=[#6H],2
O=[C]([R])OCO[P](=O)([R])OCO[C](=O)[R],[#0:1]-[#15](=[#8])(-[#8]-[#6]-[#8]-[#6](-[#0:2])=[#8])-[#8]-[#6]-[#8]-[#6](-[#0:3])=[#8],2
OC[N]([R])C([S][R])=[N+]([R])[R],[#6H2](-[#8])-[#7](-[#6](=[#7+](-[#0:1])-[#0:2])-[#16]-[#0:3])-[#0:4],2
O=C(O)C=N[O][R],[#6H](-[#6](=[#8])-[#8])=[#7]-[#8]-[#0:1],2
O=[C]([R])C=C[N]([R])C(=O)[N]([R])C(=O)[N]([R])[R],[#0:1]-[#7](-[#6](=[#8])-[#7](-[#6](=[#8])-[#7](-[#0:2])-[#6H]=[#6H]-[#6](=[#8])-[#0:3])-[#0:4])-[#0:5],2
C1OC1C1OC1C1CO1,[#6H2]1-[#8]-[#6H]-1-[#6H]1-[#8]-[#6H]-1-[#6H]1-[#8]-[#6H2]-1,2
[N-]=[N+]=C[C](=O)[R],[#0:1]-[#6](=[#8])-[#6]=[#7+]=[#7-],2
O=[C]1[R][N]([R])C[N]([R])C[N]([R])C([N]([R])[R])[N]1[R],[#0:1]-[#7]1-[#6]-[#7](-[#0:2]-[#6](=[#8])-[#7](-[#6](-[#7](-[#0:5])-[#0:6])-[#7](-[#6H]-1)-[#0:7])-[#0:4])-[#0:3],2
[R][N]=C[N]([R])N=C[N]([R])[R],[#0:1]-[#7]=[#6H]-[#7](-[#7]=[#6H]-[#7](-[#0:2])-[#0:4])-[#0:3],2
O=C(C1C[N]1[R])[N]([R])[R],[#0:1]-[#7]1-[#6]-[#6]-1-[#6](=[#8])-[#7](-[#0:2])-[#0:3],2
O=[C]1[R][N](C[N]([R])[R])C(=O)[N]1[R],[#0:1]-[#7]1-[#6](=[#8])-[#0:2]-[#7](-[#6]-[#7](-[#0:3])-[#0:4])-[#6]-1=[#8],2
[R][N]=CN=C[N]([R])[R],[#0:1]/[#7]=[#6H]\[#7]=[#6H]-[#7](-[#0:2])-[#0:3],2
O=[C]1[R][N](C(=O)[N]([R])[R])C(=O)[N]1[R],[#0:1]-[#7](-[#6](=[#8])-[#7]1-[#0:2]-[#6](=[#8])-[#7](-[#0:3])-[#6]-1=[#8])-[#0:4],2
O=C([O][R])OCO[P](=O)([R])OCOC(=O)[O][R],[#0:1]-[#8]-[#6](=[#8])-[#8]-[#6]-[#8]-[#15](=[#8])(-[#0:2])-[#8]-[#6]-[#8]-[#6](=[#8])-[#8]-[#0:3],2
C=CC(=O)[N]([R])N=[N][R],[#6H]=[#6]-[#6](=[#8])-[#7](-[#0:1])-[#7]=[#7]-[#0:2],2
C=CC1CO1,[#6H]=[#6]-[#6]1-[#8]-[#6H2]-1,2
[R][N]([R])C1=NCN=C1,[#6H2]1-[#7]=[#6H]-[#6](-[#7](-[#0:1])-[#0:2])=[#7]-1,2
C#CO[O][R],[#6H]#[#6]-[#8]-[#8]-[#0:1],2
C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,[#6H2]=[#6H]/[#6]=[#6]/[#6H]=[#6]/[#6]=[#6]/[#6H]=[#6]/[#6]=[#6]/[#6]=[#6H]/[#6]=[#6]/[#6]=[#6H]/[#6]=[#6]/[#6H]=[#6H2],2
ClC(C=CC=C[N]([R])[R])=CC=CC=[N+]([R])[R],[#0:1]-[#7](/[#6H]=[#6]/[#6]=[#6H]-[#6](=[#6H]/[#6]=[#6]/[#6H]=[#7+](-[#0:2])-[#0:3])-[#17])-[#0:4],2
OC=CC=[N][R],[#6H](=[#7]-[#0:1])-[#6H]=[#6H]-[#8],2
O=C([N]([R])[R])[N]([R])C(=[N][R])[O][R],[#0:2]-[#8]-[#6](-[#7](-[#6](=[#8])-[#7](-[#0:3])-[#0:5])-[#0:4])=[#7]-[#0:1],2
[O-][N+](=C[N]([R])[R])CO,[#0:1]-[#7](-[#6H]=[#7+](-[#8-])-[#6H2]-[#8])-[#0:2],2
C=CC#C[Si]([R])([R])[R],[#6H]=[#6H]-[#6]#[#6]-[Si](-[#0:1])(-[#0:2])-[#0:3],2
O=[C]([R])[O][Ca][O][C](=O)[R],[#0:1]-[#6](=[#8])-[#8]-[Ca]-[#8]-[#6](=[#8])-[#0:2],2
[R][N]1CSC=N1,[#6H2]1-[#7](-[#7]=[#6H]-[#16]-1)-[#0:1],2
O=C(C=C[S][R])[O][R],[#0:1]-[#8]-[#6](=[#8])-[#6]=[#6]-[#16]-[#0:2],2
[O-][N+]1=CC=[N+]([O-])C1,[#6H]1=[#7+](-[#8-])-[#6H2]-[#7+](-[#8-])=[#6H]-1,2
O=[C]([R])C=C[N]([R])C=CC(=O)[N]([R])[R],[#6H](=[#6H]-[#6](=[#8])-[#7](-[#0:1])-[#0:2])-[#7](-[#6H]=[#6H]-[#6](-[#0:3])=[#8])-[#0:4],2
O=C(C=C[N]([R])C=[N][R])[N]([R])[R],[#6H](=[#6H]-[#6](=[#8])-[#7](-[#0:1])-[#0:3])-[#7](-[#6H]=[#7]-[#0:2])-[#0:4],2
O=[C]([R])N=C([N]([R])[R])[N]([R])C=CC(=O)[O][R],[#0:1]-[#6](=[#8])/[#7]=[#6](\[#7](-[#6H]=[#6H]-[#6](=[#8])-[#8]-[#0:2])-[#0:4])-[#7](-[#0:3])-[#0:5],2
C=C1C=CC(=O)C=C1,[#6H]1=[#6H]-[#6](=[#8])-[#6H]=[#6]-[#6]-1=[#6H2],2
O=[C]([R])[N]([R])C=C[N]([R])[N]([R])[R],[#6H](=[#6H]-[#7](-[#6](=[#8])-[#0:1])-[#0:4])-[#7](-[#7](-[#0:2])-[#0:5])-[#0:3],2
C=CC(=C)[C](=O)[R],[#6H2]=[#6H]-[#6](=[#6H])-[#6](=[#8])-[#0:1],2
N#CC(C(=O)[N]([R])[R])=C1C=CC=N[N]1[R],[#6H]1=[#6]-[#6H]=[#7]-[#7](-[#0:1])/[#6]-1=[#6](\[#6]#[#7])-[#6](-[#7](-[#0:2])-[#0:3])=[#8],2
O=P([O][Na])([O][R])OP(=O)([O][Na])[O][R],[#0:1]-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[#15](=[#8])(-[#8]-[Na])-[#8]-[#0:2],2
O=C1C(=C[N]([R])[N]([R])[C](=O)[R])C=N[N]1[R],[#6H]1=[#7]-[#7](-[#0:1])-[#6](=[#8])/[#6]-1=[#6]\[#7](-[#7](-[#6](=[#8])-[#0:2])-[#0:4])-[#0:3],2
O=C1C(=CO)C=N[N]1[R],[#6H]1=[#7]-[#7](-[#0:1])-[#6](=[#8])/[#6]-1=[#6]\[#8],2
O=C(C1=C[N]([R])S(=O)(=O)N=C1)[N]([R])[R],[#6H]1=[#7]-[#16](=[#8])(=[#8])-[#7](-[#0:1])-[#6]=[#6]-1-[#6](=[#8])-[#7](-[#0:2])-[#0:3],2
O=[C]([R])C([O][R])[O][R],[#0:1]-[#8]-[#6H](-[#8]-[#0:2])-[#6](-[#0:3])=[#8],2
S=[P]([R])([R])[R],[#0:1]-[#15](=[#16])(-[#0:2])-[#0:3],2
O=C(C(=O)[N]([R])[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#7](-[#6](=[#8])-[#6](=[#8])-[#7](-[#0:2])-[#0:5])-[#0:4])-[#0:3],2
[O-][N+]([R])=[N][R],[#0:1]/[#7]=[#7+](\[#8-])-[#0:2],2
O=C([N]([R])[N]([R])[R])[N]([R])[S](=O)(=O)[R],[#0:1]-[#16](=[#8])(=[#8])-[#7](-[#6](=[#8])-[#7](-[#7](-[#0:2])-[#0:3])-[#0:5])-[#0:4],2
O=[C]1OC[N](C(=O)[O][R])[R]1,[#0:1]1-[#6](=[#8])-[#8]-[#6]-[#7]-1-[#6](=[#8])-[#8]-[#0:2],2
[R][N]([R])[C](=[Car])[N]([R])[R],[#0:1]-[#7](-[#0:2])-[#6](=[#0:3])-[#7](-[#0:4])-[#0:5],2
O=[S](=O)([R])[N]([R])[S](=O)(=O)[R],[#0:1]-[#7](-[#16](-[#0:2])(=[#8])=[#8])-[#16](-[#0:3])(=[#8])=[#8],2
O=[C]([R])OCOCO[O][R],[#0:1]-[#6](=[#8])-[#8]-[#6H]-[#8]-[#6H2]-[#8]-[#8]-[#0:2],2
O=[C]([R])[N][R],[#0:1]-[#6](-[#7]-[#0:2])=[#8],2
O=[C]([R])ON=CC(=O)[N]([R])[R],[#0:1]-[#6](=[#8])-[#8]/[#7]=[#6H]\[#6](=[#8])-[#7](-[#0:2])-[#0:3],2
O=C(C(O)[N]([R])[R])[N]([R])[R],[#0:1]-[#7](-[#6H](-[#8])-[#6](=[#8])-[#7](-[#0:2])-[#0:3])-[#0:4],2
